"","utterance","response","response_time","speaker","responder","utterance_time","error","age","past_tense","plural","overlap","source_file","overreg_candidate"
"166","I might dropped it","do you want me to wipe your nose",1.42799999999988,"CHI","MOT",1.73000000000002,TRUE,30,TRUE,FALSE,FALSE,"fraser/2-06-06b.xml",TRUE
"167","it falled again","fell didn't it",0.149999999999977,"CHI","MOT",1.38199999999995,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-02a.xml",TRUE
"168","a turtles","turtle",0.0229999999999109,"CHI","MOT",1.4860000000001,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-02a.xml",TRUE
"169","this this one fit here","does it not fit there",0.940000000000055,"CHI","MOT",2.7170000000001,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-02a.xml",TRUE
"170","there's lots of bears in the curtains","there's lots of what",0.359999999999985,"CHI","MOT",3.68000000000001,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-02b.xml",TRUE
"171","I think those bears making that noise","why are they making that noise",0.0579999999999927,"CHI","MOT",3.077,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-02b.xml",TRUE
"172","the rocks covered in snow","pardon",0.173999999999978,"CHI","MOT",2.50700000000006,TRUE,31,TRUE,TRUE,FALSE,"fraser/2-07-02b.xml",TRUE
"173","two feets","no",0.522999999999683,"CHI","MOT",1.1260000000002,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-02b.xml",TRUE
"174","they're sheeps","what",0.0819999999998799,"CHI","MOT",1.9380000000001,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-02b.xml",TRUE
"175","can my feet go in","mhm hm",0.173999999999978,"CHI","MOT",1.70699999999988,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-04a.xml",TRUE
"176","and he got go to work","yeah",0.128000000000014,"CHI","MOT",2.113,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-04b.xml",TRUE
"177","I found I found bit of the doggy","found a piece of the doggy",0.313999999999965,"CHI","MOT",3.54100000000005,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-04b.xml",TRUE
"178","because I had play with Blue","because you play with Blue",0.0460000000000491,"CHI","MOT",5.0619999999999,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-04b.xml",TRUE
"179","what the colors them","they're brown",0.0460000000002765,"CHI","MOT",1.85799999999972,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-04b.xml",TRUE
"180","was that go there","no",0.0349999999999966,"CHI","MOT",1.602,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-06a.xml",TRUE
"181","those penguins got silly hats on","have they",0.0350000000000819,"CHI","MOT",3.20399999999995,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-06a.xml",TRUE
"182","and that's got pink flower","has that got a pink flower",0.255000000000109,"CHI","MOT",3.1579999999999,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-06a.xml",TRUE
"183","look I fall I fell","did you fall",0.0579999999999927,"CHI","MOT",2.6579999999999,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-06a.xml",TRUE
"184","look I broke it","what's up",0.127999999999702,"CHI","MOT",1.83400000000029,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-06a.xml",TRUE
"185","could could I do this could I broke them up","yeah",0.0239999999998872,"CHI","MOT",4.21399999999994,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-06a.xml",TRUE
"186","these cats not singing","they're not singing",0.13900000000001,"CHI","MOT",1.99699999999996,TRUE,31,FALSE,TRUE,FALSE,"fraser/2-07-06b.xml",TRUE
"187","I were playing Shrek","was was Andy",0,"CHI","MOT",1.55100000000016,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-06b.xml",TRUE
"188","I made mess","why",0.282999999999902,"CHI","MOT",1.19600000000014,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-07a.xml",TRUE
"189","I broke it","you broke the jigsaw",1.82699999999977,"CHI","MOT",1.404,TRUE,31,TRUE,FALSE,FALSE,"fraser/2-07-07a.xml",TRUE
"190","what did that can be","what is it",0.174000000000035,"CHI","MOT",2.49599999999998,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-01b.xml",TRUE
"191","it got spilled","what have you been eating",0.0809999999999889,"CHI","MOT",1.184,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-02a.xml",TRUE
"192","then I went downstairs","and then you went downstairs",0.185000000000002,"CHI","MOT",2.56600000000003,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-02a.xml",TRUE
"193","I fell","because you fell",0.360000000000014,"CHI","MOT",1.45100000000002,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-02a.xml",TRUE
"194","who was that is","you shut the door",0.267000000000053,"CHI","MOT",1.81099999999992,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-02a.xml",TRUE
"195","what they called","oh he's flying upside",-0.198000000000036,"CHI","MOT",1.75300000000004,TRUE,32,TRUE,FALSE,TRUE,"fraser/2-08-04a.xml",TRUE
"196","well I just falled then","did you just fall",0.0579999999999927,"CHI","MOT",2.16000000000003,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-04b.xml",TRUE
"197","hey they got big block","yeah",0.0579999999999927,"CHI","MOT",2.45000000000005,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-04b.xml",TRUE
"198","I done it","clever boy",0.0579999999999927,"CHI","MOT",0.976000000000113,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-04b.xml",TRUE
"199","he's got letter","what colors his letter",0.0240000000001146,"CHI","MOT",1.63699999999994,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-05a.xml",TRUE
"200","and what how does this one got","how many has that one got",0.0230000000000246,"CHI","MOT",2.51900000000001,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-05b.xml",TRUE
"201","xxx got all the sheeps","yeah",0.777000000000044,"CHI","MOT",2.9380000000001,TRUE,32,FALSE,TRUE,FALSE,"fraser/2-08-05b.xml",TRUE
"202","throwed them down","why did you throw them down",0.0579999999999998,"CHI","MOT",2.821,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06a.xml",TRUE
"203","is it was Daddy","yeah",0.115999999999985,"CHI","MOT",2.07799999999997,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06a.xml",TRUE
"204","he's fell off his bike","he fell off his bike",0.093000000000302,"CHI","MOT",3.471,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06a.xml",TRUE
"205","I broke it","you broke it",0.126999999999953,"CHI","MOT",1.55600000000004,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06a.xml",TRUE
"206","look I done two puzzles","have you",-0.266999999999825,"CHI","MOT",3.9699999999998,TRUE,32,FALSE,TRUE,TRUE,"fraser/2-08-06a.xml",TRUE
"207","I got a peas on my head","are you silly",0.115999999999985,"CHI","MOT",2.25200000000007,TRUE,32,FALSE,TRUE,FALSE,"fraser/2-08-06b.xml",TRUE
"208","and who called","isn't that Thomas",0,"CHI","MOT",3.48299999999995,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06b.xml",TRUE
"209","does it fixed","does it fit",0.289999999999964,"CHI","MOT",1.85799999999972,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06b.xml",TRUE
"210","it falled","never mind",2.01999999999998,"CHI","MOT",2.125,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06b.xml",TRUE
"211","it falled","it fell",0.278999999999996,"CHI","MOT",2.92499999999973,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06b.xml",TRUE
"212","it falled","it fell down",0.917000000000371,"CHI","MOT",2.13699999999972,TRUE,32,TRUE,FALSE,FALSE,"fraser/2-08-06b.xml",TRUE
"213","I run off","you did",0.0349999999998545,"CHI","MOT",1.64899999999989,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-03a.xml",TRUE
"214","you was cross","I was cross wasn't I",-0.434000000000196,"CHI","MOT",1.63700000000017,TRUE,33,TRUE,FALSE,TRUE,"fraser/2-09-03a.xml",TRUE
"215","Lala's falled","Lala fell",0.0579999999999927,"CHI","MOT",2.28699999999981,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-03a.xml",TRUE
"216","I didn't broke it","you did break it because I saw you break it",0,"CHI","MOT",1.40500000000003,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-05b.xml",TRUE
"217","we got kitchen","yeah",0.312999999999988,"CHI","MOT",2.26400000000001,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-05b.xml",TRUE
"218","this one got spikes","that's right",-0.511000000000195,"CHI","MOT",2.25300000000016,TRUE,33,FALSE,TRUE,TRUE,"fraser/2-09-05b.xml",TRUE
"219","they not plants","oh no those are his his feet",-0.313999999999851,"CHI","MOT",1.46299999999997,TRUE,33,FALSE,TRUE,TRUE,"fraser/2-09-05b.xml",TRUE
"220","I got finger","you've got fingers",0.742000000000189,"CHI","MOT",1.46300000000019,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-05v.xml",TRUE
"221","I finished","have you now",0.937999999999647,"CHI","MOT",1.13799999999992,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-07a.xml",TRUE
"222","I broke it","you broke it",0.151000000000067,"CHI","MOT",1.65999999999985,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-07b.xml",TRUE
"223","this I broke it","have you",0.336999999999989,"CHI","MOT",2.84500000000025,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-07b.xml",TRUE
"224","does does Daddy got a","what",2.22900000000027,"CHI","MOT",5.70100000000002,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-07b.xml",TRUE
"225","so it already just goed","it's a good train isn't it",3.08100000000002,"CHI","MOT",2.577,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-08a.xml",TRUE
"226","a forgot the other people","oh dear",0,"CHI","MOT",3.03100000000006,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-08a.xml",TRUE
"227","Jean Jeannine's come","not today she isn't",0.800999999999931,"CHI","MOT",3.44900000000007,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-08b.xml",TRUE
"228","I didn't yet","oh not yet no",0.157999999999902,"CHI","MOT",1.36999999999989,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-09a.xml",TRUE
"229","I didn't like the blue one said","oh",0.0119999999999436,"CHI","MOT",3.28500000000008,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-09b.xml",TRUE
"230","he drawn me","did she draw you",0.325000000000045,"CHI","MOT",1.53199999999993,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-09b.xml",TRUE
"231","she drawn me","I think she was drawing the monster",0.0110000000001946,"CHI","MOT",1.59099999999989,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-09b.xml",TRUE
"232","somebody broke him","who broke him",0.0579999999999927,"CHI","MOT",1.96199999999999,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-09b.xml",TRUE
"233","xxx they waked up","oh",0.56899999999996,"CHI","MOT",3.36599999999999,TRUE,33,TRUE,FALSE,FALSE,"fraser/2-09-09b.xml",TRUE
"234","there was I weren't scared at the round boat","you weren't scared in the round boat",0.134000000000015,"CHI","MOT",5.72899999999998,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-00a.xml",TRUE
"235","and there was no monster","because there was no monsters",0,"CHI","MOT",2.142,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-00a.xml",TRUE
"236","those yellow that yellow pieces there","that yellow bit is fluff",0.418000000000006,"CHI","MOT",3.81900000000007,TRUE,34,FALSE,TRUE,FALSE,"fraser/2-10-00a.xml",TRUE
"237","where I falled","mm",0.254999999999995,"CHI","MOT",1.34699999999998,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-00a.xml",TRUE
"238","they was so poor","they were so poor",3.81500000000005,"CHI","MOT",2.22900000000004,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-00a.xml",TRUE
"239","ah I stuck I stuck","is he rescuing him",0.0700000000001637,"CHI","MOT",1.81099999999969,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-00a.xml",TRUE
"240","I going trapped it","are you going to trap it",0.650000000000091,"CHI","MOT",1.40499999999975,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-00a.xml",TRUE
"241","but I didn't put my fleece in my trousers","you did",1.23400000000004,"CHI","MOT",3.95899999999995,TRUE,34,FALSE,TRUE,FALSE,"fraser/2-10-00b.xml",TRUE
"242","Charlie don't play worms do they Mummy","what",0,"CHI","MOT",3.46000000000004,TRUE,34,FALSE,TRUE,FALSE,"fraser/2-10-00b.xml",TRUE
"243","where birds","on the windowsill",0.0470000000000255,"CHI","MOT",0.940000000000055,TRUE,34,FALSE,TRUE,FALSE,"fraser/2-10-00b.xml",TRUE
"244","the that boy playing with the blocks","yeah",-0.285000000000025,"CHI","MOT",3.11099999999999,TRUE,34,FALSE,TRUE,TRUE,"fraser/2-10-01a.xml",TRUE
"245","I broke the map too","you broke it as well",0.104999999999961,"CHI","MOT",2.60000000000002,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01a.xml",TRUE
"246","did you went to the shop to see Jwww","I did",0,"CHI","MOT",3.62199999999984,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01a.xml",TRUE
"247","they falled over","oh",1.60199999999986,"CHI","MOT",1.80000000000018,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01a.xml",TRUE
"248","why were I crying","I don't know",0.0230000000001382,"CHI","MOT",2.00900000000001,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01a.xml",TRUE
"249","and they falled over","and they fell over",0.0819999999999936,"CHI","MOT",2.22900000000001,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01b.xml",TRUE
"250","look he waked up","has he woken up",0,"CHI","MOT",1.50900000000001,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01b.xml",TRUE
"251","but it goed","does it go away",0.0930000000000746,"CHI","MOT",1.43899999999985,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01b.xml",TRUE
"252","and what he got","those are ants",0,"CHI","MOT",1.74099999999999,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01b.xml",TRUE
"253","who drawed those","I don't know",0,"CHI","MOT",1.7529999999997,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01b.xml",TRUE
"254","I can't doed it","do you want me to do it for you",1.48599999999988,"CHI","MOT",2.03200000000015,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-01b.xml",TRUE
"255","that's he got one eye","Fraser",-1.61400000000003,"CHI","MOT",2.89100000000008,TRUE,34,TRUE,FALSE,TRUE,"fraser/2-10-01b.xml",TRUE
"256","zero don't want to get dressed","you are gonna going to get dressed Fraser",-0.489999999999782,"CHI","MOT",1.72999999999979,TRUE,34,TRUE,FALSE,TRUE,"fraser/2-10-03a.xml",TRUE
"257","this goes in that papers","well",2.29299999999967,"CHI","MOT",2.375,TRUE,34,FALSE,TRUE,FALSE,"fraser/2-10-03a.xml",TRUE
"258","and that haven't got any horns","no",-0.319999999999936,"CHI","MOT",3.06499999999994,TRUE,34,FALSE,TRUE,TRUE,"fraser/2-10-03b.xml",TRUE
"259","and and that one is waked up","yes",0.06899999999996,"CHI","MOT",2.47199999999998,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-03b.xml",TRUE
"260","and that one waked up","that's right",-1.52099999999996,"CHI","MOT",1.5440000000001,TRUE,34,TRUE,FALSE,TRUE,"fraser/2-10-03b.xml",TRUE
"261","what did I had on holiday","that you had on holiday",0.173999999999978,"CHI","MOT",3.3090000000002,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-03b.xml",TRUE
"262","it doesn't stamps","it should do",0,"CHI","MOT",1.625,TRUE,34,FALSE,TRUE,FALSE,"fraser/2-10-03b.xml",TRUE
"263","did I spilled it all those books","yes",0.0460000000000065,"CHI","MOT",3.37899999999999,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-05b.xml",TRUE
"264","that what was that one I wear","yeah",0.0120000000000573,"CHI","MOT",4.01699999999994,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-05b.xml",TRUE
"265","is it not little blocks","no",-0.378000000000156,"CHI","MOT",2.404,TRUE,34,FALSE,TRUE,TRUE,"fraser/2-10-05b.xml",TRUE
"266","come on let get to it","come on let's get to it",0.557000000000244,"CHI","MOT",2.39199999999983,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-05b.xml",TRUE
"267","fell","it fell",0.476000000000113,"CHI","MOT",0.766999999999825,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-05v.xml",TRUE
"268","I drawed it","you drawed on your hand",0.15099999999984,"CHI","MOT",1.80000000000018,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-06a.xml",TRUE
"269","who flushed toilet","maybe Maisie flushed the toilet",0.302000000000589,"CHI","MOT",2.34599999999955,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-06a.xml",TRUE
"270","did you found him","uh huh",0,"CHI","MOT",1.68399999999974,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-06b.xml",TRUE
"271","Shrek sayed it","yeah",0.0700000000001637,"CHI","MOT",2.13599999999997,TRUE,34,TRUE,FALSE,FALSE,"fraser/2-10-06b.xml",TRUE
"272","they hurted me","the spiky flowers",0.0120000000000005,"CHI","MOT",1.70700000000005,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-00a.xml",TRUE
"273","maybe that Tyrannosaurus_rex ate them","do you think the Tyrannosaurus_rex ate them",0.3599999999999,"CHI","MOT",4.54000000000008,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-00a.xml",TRUE
"274","maybe we taked the gorillas away","aren't you supposed to spin this here",0,"CHI","MOT",4.48099999999999,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-00a.xml",TRUE
"275","and he and he runned away","then he runs away",0.0109999999999673,"CHI","MOT",2.42699999999991,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-00b.xml",TRUE
"276","why why why why do those people got ice","because its a hot day there",0.00199999999995271,"CHI","MOT",6.00199999999995,TRUE,35,TRUE,TRUE,FALSE,"fraser/2-11-00b.xml",TRUE
"277","she throwed it","did Lala throw the dice",0.487999999999829,"CHI","MOT",1.9970000000003,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-00b.xml",TRUE
"278","maybe h maybe he maybe maybe maybe he fell","maybe he fell",-0.30199999999968,"CHI","MOT",8.38200000000006,TRUE,35,TRUE,FALSE,TRUE,"fraser/2-11-00b.xml",TRUE
"279","he's handed the spoon","oh",1.46299999999974,"CHI","MOT",2.77500000000009,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-00b.xml",TRUE
"280","what they made","what have they made",0.371000000000095,"CHI","MOT",1.82299999999987,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-01a.xml",TRUE
"281","that two towels","two blue towels",0.0459999999999994,"CHI","MOT",2.74,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-01b.xml",TRUE
"282","have have your plants grown up yet","have my plants grown up yet",0.0339999999999918,"CHI","MOT",3.40200000000004,TRUE,35,TRUE,TRUE,FALSE,"fraser/2-11-01b.xml",TRUE
"283","xxx and them other grown up yet","no",0.0810000000000173,"CHI","MOT",4.12199999999996,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-01b.xml",TRUE
"284","maybe I broke it","you did break it",0.0470000000000255,"CHI","MOT",2.03099999999995,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-01b.xml",TRUE
"285","xxx didn't said no","his grandmother didn't say no",0.162000000000035,"CHI","MOT",2.7170000000001,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-01b.xml",TRUE
"286","why does he counted","he wanted to see how many teeth you had",0.0470000000000255,"CHI","MOT",1.53200000000015,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-01b.xml",TRUE
"287","he got all him spikes on his back","he's got orange spots",1.05399999999963,"CHI","MOT",3.41300000000001,TRUE,35,TRUE,TRUE,FALSE,"fraser/2-11-01b.xml",TRUE
"288","it hurted me","did it hurt you",0.0349999999998545,"CHI","MOT",1.65999999999985,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-01b.xml",TRUE
"289","why did you said so","you saw Jeannine today as well didn't you",1.16200000000001,"CHI","MOT",3.61100000000002,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-02b.xml",TRUE
"290","I singed that one","who's Dot Man",0,"CHI","MOT",1.91500000000002,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-02b.xml",TRUE
"291","who's he called","I know that's Orangekitten",-0.579999999999927,"CHI","MOT",1.75300000000016,TRUE,35,TRUE,FALSE,TRUE,"fraser/2-11-02b.xml",TRUE
"292","two oranges circle","that's right",0.0579999999999927,"CHI","MOT",2.10199999999986,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-02v.xml",TRUE
"293","look it's Jwww's got","what has he got",0.185999999999922,"CHI","MOT",1.80000000000018,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-04a.xml",TRUE
"294","I get these a lots of shapes","you're gonna going to get lots of shapes",1.24399999999991,"CHI","MOT",2.72900000000004,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-04a.xml",TRUE
"295","w w w w we we just was messing them up","I know",0.0349999999998545,"CHI","MOT",5.71199999999999,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-04a.xml",TRUE
"296","play snakes and ladders Mummy and Daddy's room","no",0.15099999999984,"CHI","MOT",3.1110000000001,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-04b.xml",TRUE
"297","Swiper taked it","Swiper took the ball",0.151000000000067,"CHI","MOT",1.97299999999996,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-04b.xml",TRUE
"298","zero ate carrots","you ate carrots",-0.284999999999997,"CHI","MOT",1.49199999999999,TRUE,35,FALSE,TRUE,TRUE,"fraser/2-11-06b.xml",TRUE
"299","you have to see the lions won't and the tigers won't scratch me up","shall we put some cream on it",1.70599999999996,"CHI","MOT",8.52200000000005,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-06b.xml",TRUE
"300","it is cars","imagine that",0.875999999999976,"CHI","MOT",1.78800000000001,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-06b.xml",TRUE
"301","teared it again","Jwww what",0.506000000000085,"CHI","MOT",1.9849999999999,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-06b.xml",TRUE
"302","it falled over","it's alright",0.0960000000000036,"CHI","MOT",2.22900000000027,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-06b.xml",TRUE
"303","I can't find this bit off","do you want me to do it for you",3.84999999999991,"CHI","MOT",2.14199999999983,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-06b.xml",TRUE
"304","I made a present","pardon",0.800999999999931,"CHI","MOT",2.39699999999993,TRUE,35,TRUE,FALSE,FALSE,"fraser/2-11-06b.xml",TRUE
"305","why those holes in","because it plugs into whatever you want to make work",0.370000000000346,"CHI","MOT",1.96199999999999,TRUE,35,FALSE,TRUE,FALSE,"fraser/2-11-06b.xml",TRUE
"306","did did I drank it all","yeah you drank your Fruitshoot as well didn't you",0,"CHI","MOT",2.27600000000007,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-00b.xml",TRUE
"307","sheeps","sheeps",0.0579999999999927,"CHI","MOT",0.883000000000038,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-00b.xml",TRUE
"308","they eated them all","did he eat them all up",0.0580000000004475,"CHI","MOT",1.75399999999991,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-00b.xml",TRUE
"309","it sticked","oh",0.139000000000124,"CHI","MOT",1.41699999999992,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-00b.xml",TRUE
"310","is is those are dinosaurs","yeah they're dinosaurs",-0.203000000000202,"CHI","MOT",2.27600000000007,TRUE,36,FALSE,TRUE,TRUE,"fraser/3-00-02b.xml",TRUE
"311","when Nwww goed in the paddling pool","yeah",0,"CHI","MOT",2.86799999999994,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04a.xml",TRUE
"312","but now he got one teeth","now he's got one tooth",0.0279999999999916,"CHI","MOT",2.77500000000001,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-04b.xml",TRUE
"313","that one that one up that one waked up","that one's woken up",0.126000000000005,"CHI","MOT",4.88800000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"314","what did you bought","this",0.115999999999985,"CHI","MOT",2.06700000000001,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"315","why did why did you bought that","because",0.16799999999995,"CHI","MOT",2.346,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"316","but you came in didn't you","yeah",0.0109999999999673,"CHI","MOT",2.77499999999998,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"317","what did it did","it's ripped a bit",0.0819999999998799,"CHI","MOT",1.68299999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"318","what did it did","what does it do",0.186000000000149,"CHI","MOT",1.74099999999999,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"319","did I did it","yeah",0.0700000000001637,"CHI","MOT",1.16100000000006,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-04b.xml",TRUE
"320","it it needs that elephant right there what I sticked on","yeah that's right",0.00299999999992906,"CHI","MOT",3.79700000000003,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-05a.xml",TRUE
"321","who made it","pardon",0.231999999999971,"CHI","MOT",1.57899999999995,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-05b.xml",TRUE
"322","that weren't a song","was it not a song",0.163000000000011,"CHI","MOT",1.47399999999993,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-06a.xml",TRUE
"323","it was a bird","yeah those are birds that are very far away aren't they",0.0579999999999927,"CHI","MOT",1.40499999999997,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-06a.xml",TRUE
"324","there does no alligators","yes there are alligators",0.012000000000171,"CHI","MOT",1.96199999999999,TRUE,36,FALSE,TRUE,FALSE,"fraser/3-00-06a.xml",TRUE
"325","did I had one","yeah you've already had one haven't you",0.069999999999709,"CHI","MOT",1.80000000000018,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-06b.xml",TRUE
"326","so I goed back home instead","what darling",1.11700000000019,"CHI","MOT",2.65900000000011,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-06b.xml",TRUE
"327","be he I didn't saw him","did you not see him",0.0349999999998545,"CHI","MOT",4.40000000000009,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-08a.xml",TRUE
"328","those ones over there what we made","oh right yes",0.0349999999998545,"CHI","MOT",3.02999999999975,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-08a.xml",TRUE
"329","you didn't went out did you Mum","well I did",0.046999999999997,"CHI","MOT",2.345,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-08b.xml",TRUE
"330","but why they got little bit water in","because the bath is still a little bit wet isn't it",0.125999999999976,"CHI","MOT",3.21599999999989,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-08b.xml",TRUE
"331","it breaked","did it break",0.711999999999989,"CHI","MOT",1.54500000000007,TRUE,36,TRUE,FALSE,FALSE,"fraser/3-00-10a.xml",TRUE
