utterance,response,speaker,responder,error,age,response_time,utterance_time,past_tense,plural,overreg,overlap,source_file,error_type,rl
look two apples,what's that,CHI,MOT,FALSE,26,0.45299999999997453,2.275000000000091,FALSE,TRUE,FALSE,FALSE,fraser/2-02-04b.xml,no error,3
I got,and some sandwich as well,CHI,MOT,TRUE,26,0.057999999999992724,0.6269999999999527,TRUE,FALSE,FALSE,FALSE,fraser/2-02-05a.xml,other error,5
you got,and what have you got on your pajamas,CHI,MOT,FALSE,26,-0.8000000000001819,0.8009999999999309,TRUE,FALSE,FALSE,TRUE,fraser/2-02-05a.xml,no error,8
thing's stuck,what's stuck,CHI,MOT,FALSE,26,0.023999999999999577,2.3800000000000003,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,no error,3
I thought that it's Grandad,is it naughty Grandad,CHI,MOT,FALSE,26,0.3949999999999818,2.3799999999999955,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,no error,4
I broke it,did Fraser break it,CHI,MOT,TRUE,26,0.22000000000002728,1.4980000000000473,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,other error,4
xxx said that,have you had enough,CHI,MOT,FALSE,26,0.32500000000027285,1.8809999999998581,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,no error,4
broken,have you broken it,CHI,MOT,FALSE,26,0.03499999999985448,1.543999999999869,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,no error,4
Maisey's got big big trunk,Maisey's got a big big trunk,CHI,MOT,TRUE,26,0.15099999999983993,3.611000000000331,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,other error,7
the potty said,come on then,CHI,MOT,FALSE,26,0.06999999999970896,1.4280000000003383,TRUE,FALSE,FALSE,FALSE,fraser/2-02-06a.xml,no error,3
and Grandma does got flower,yeah,CHI,MOT,TRUE,27,0.010999999999967258,2.5200000000000387,TRUE,FALSE,FALSE,FALSE,fraser/2-03-00a.xml,other error,1
you got a black hat,no,CHI,MOT,TRUE,27,0.16199999999997772,1.5910000000000082,TRUE,FALSE,FALSE,FALSE,fraser/2-03-00a.xml,other error,1
that's Daddy Daddy's hairs,that's Daddy's head,CHI,MOT,TRUE,27,0.8089999999999691,1.6140000000000327,FALSE,TRUE,FALSE,FALSE,fraser/2-03-00a.xml,other error,5
I got a party hat,you've got a party hat,CHI,MOT,TRUE,27,0.1169999999999618,1.6710000000000491,TRUE,FALSE,FALSE,FALSE,fraser/2-03-00a.xml,other error,6
I got party hat phone,you got a party hat phone,CHI,MOT,TRUE,27,0.02299999999991087,2.5190000000000055,TRUE,FALSE,FALSE,FALSE,fraser/2-03-00a.xml,other error,6
bit like this,oh,CHI,MOT,FALSE,27,0.63799999999992,1.5209999999999582,TRUE,FALSE,FALSE,FALSE,fraser/2-03-00a.xml,no error,1
he's he's got a Mummy's dress,NA,CHI,MOT,FALSE,27,0.42899999999985994,4.09900000000016,TRUE,FALSE,FALSE,FALSE,fraser/2-03-00b.xml,no error,NA
no kicking the doors,no kicking the door,CHI,MOT,FALSE,27,-0.3369999999999891,1.70699999999988,FALSE,TRUE,FALSE,TRUE,fraser/2-03-00b.xml,no error,4
that's that's a that that's that's a mountains,it's a mountain,CHI,MOT,TRUE,27,0.07400000000006912,4.006000000000313,FALSE,TRUE,FALSE,FALSE,fraser/2-03-00b.xml,other error,4
get wet in in the rain,ooh,CHI,MOT,FALSE,27,0.9170000000000016,6.7449999999999974,TRUE,FALSE,FALSE,FALSE,fraser/2-03-03a.xml,no error,1
spots,spots,CHI,MOT,FALSE,27,0.0589999999999975,1.4039999999999964,FALSE,TRUE,FALSE,FALSE,fraser/2-03-03a.xml,no error,1
it said oh,it says oh does it,CHI,MOT,TRUE,27,0.03500000000002501,1.9390000000000214,TRUE,FALSE,FALSE,FALSE,fraser/2-03-03a.xml,other error,5
she got umbrella,yes,CHI,MOT,TRUE,27,0.05800000000004957,1.9389999999999645,TRUE,FALSE,FALSE,FALSE,fraser/2-03-03a.xml,other error,1
zero got got umbrella,yeah,CHI,MOT,TRUE,27,0.02299999999991087,1.858000000000061,TRUE,FALSE,FALSE,FALSE,fraser/2-03-03a.xml,other error,1
that's his glasses,that says what,CHI,MOT,FALSE,27,0.1269999999999527,1.509999999999991,FALSE,TRUE,FALSE,FALSE,fraser/2-03-03a.xml,no error,3
all those peoples,all those people,CHI,MOT,TRUE,27,0.010999999999967258,1.7300000000000182,FALSE,TRUE,TRUE,FALSE,fraser/2-03-03a.xml,overregularization,3
the tiger have got stripes,aah,CHI,MOT,TRUE,27,-0.6959999999999127,2.4030000000002474,FALSE,TRUE,FALSE,TRUE,fraser/2-03-03a.xml,other error,1
I've got a ring,that's,CHI,MOT,FALSE,27,-1.1369999999997162,1.20699999999988,TRUE,FALSE,FALSE,TRUE,fraser/2-03-03b.xml,no error,2
Grandma and Grandad did buy me this,did they,CHI,MOT,TRUE,27,0.03500000000002501,3.041999999999973,TRUE,FALSE,FALSE,FALSE,fraser/2-03-05a.xml,other error,2
and crisps yukky,crisps are yucky,CHI,MOT,TRUE,27,0.42899999999963256,1.5100000000002183,FALSE,TRUE,FALSE,FALSE,fraser/2-03-05a.xml,other error,3
don't pieces taking Mummy outy,shall I go away,CHI,MOT,TRUE,27,0.011999999999716238,2.3220000000001164,FALSE,TRUE,FALSE,FALSE,fraser/2-03-05a.xml,other error,4
where's my pennies,where's your pennies,CHI,MOT,TRUE,27,-0.22100000000000364,1.7530000000001564,FALSE,TRUE,FALSE,TRUE,fraser/2-03-05a.xml,other error,4
beans,done said Jack,CHI,MOT,FALSE,27,0.26699999999993906,1.34699999999998,FALSE,TRUE,FALSE,FALSE,fraser/2-03-05b.xml,no error,3
my foot's stuck,what's the matter,CHI,MOT,FALSE,27,0.2319999999999709,2.0899999999996908,TRUE,FALSE,FALSE,FALSE,fraser/2-03-05b.xml,no error,4
and those those people sleeping,is everybody sleeping,CHI,MOT,TRUE,27,0.25500000000010914,4.132999999999811,FALSE,TRUE,FALSE,FALSE,fraser/2-03-05b.xml,other error,3
xxx people sleeping,those people are sleeping,CHI,MOT,FALSE,27,0.08099999999967622,1.7539999999999054,FALSE,TRUE,FALSE,FALSE,fraser/2-03-05b.xml,no error,4
xxx people sleeping,little people sleeping,CHI,MOT,FALSE,27,0.057999999999992724,1.788000000000011,FALSE,TRUE,FALSE,FALSE,fraser/2-03-05b.xml,no error,3
the birds lucky,the birds are yucky,CHI,MOT,TRUE,27,0.13999999999998636,2.217000000000013,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,other error,4
the wheels going round and round,the wheels are going round and round,CHI,MOT,TRUE,27,0.09300000000001774,2.762999999999977,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,other error,7
I got,oh,CHI,MOT,FALSE,27,2.032000000000039,2.2520000000000095,TRUE,FALSE,FALSE,FALSE,fraser/2-03-06a.xml,no error,1
he's eating all the eggs,is he,CHI,MOT,FALSE,27,0,2.8209999999999127,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,no error,2
those girls,yeah,CHI,MOT,FALSE,27,0.011999999999943611,1.1259999999999764,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,no error,1
those girls hiding,yes,CHI,MOT,TRUE,27,0.011999999999943611,2.1010000000001128,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,other error,1
the socks,what are they,CHI,MOT,FALSE,27,1.102999999999838,1.6140000000000327,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,no error,3
the blue clues one,it's the Blues_clues one is it,CHI,MOT,FALSE,27,0.2669999999998254,2.5770000000002256,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06a.xml,no error,8
this ones flowers there,yes,CHI,MOT,FALSE,27,-1.9270000000001346,3.2160000000003492,FALSE,TRUE,FALSE,TRUE,fraser/2-03-06a.xml,no error,1
what he's got,I don't know,CHI,MOT,TRUE,27,0.010999999999967258,0.9639999999999418,TRUE,FALSE,FALSE,FALSE,fraser/2-03-06b.xml,other error,4
and some cups,xxx cups,CHI,MOT,TRUE,27,0.13599999999996726,1.41599999999994,FALSE,TRUE,FALSE,FALSE,fraser/2-03-06b.xml,other error,2
I took them off,yeah,CHI,MOT,FALSE,27,-0.011999999999943611,1.4049999999999727,TRUE,FALSE,FALSE,TRUE,fraser/2-03-06b.xml,no error,1
I only took,I think I'll go and put the heating on it's a bit chilly,CHI,MOT,FALSE,27,2.1410000000000764,1.4400000000000546,TRUE,FALSE,FALSE,FALSE,fraser/2-03-06b.xml,no error,15
might trap my fingers,and that will hurt,CHI,MOT,FALSE,27,-0.8360000000002401,2.9600000000000364,FALSE,TRUE,FALSE,TRUE,fraser/2-03-06b.xml,no error,4
it's not got back to shop,it has gone back to the shop,CHI,MOT,TRUE,27,1.0239999999998872,4.121000000000095,TRUE,FALSE,FALSE,FALSE,fraser/2-03-06b.xml,other error,7
baby rolled it,don't do that,CHI,MOT,FALSE,27,-1.5679999999997563,2.3109999999996944,TRUE,FALSE,FALSE,TRUE,fraser/2-03-06b.xml,no error,4
he went see Pooh,wanna go bouncing,CHI,MOT,TRUE,28,0.125,1.5439999999999827,TRUE,FALSE,FALSE,FALSE,fraser/2-04-01b.xml,other error,3
zero Twww gonna going to gone with his Daddy,ooh dear,CHI,MOT,TRUE,28,1.83400000000006,2.566000000000031,TRUE,FALSE,FALSE,FALSE,fraser/2-04-01b.xml,other error,2
Jwww gave it,xxx,CHI,MOT,FALSE,28,-0.6620000000002619,0.6620000000002619,TRUE,FALSE,FALSE,TRUE,fraser/2-04-01b.xml,no error,1
owls are downstairs,you gonna going to help Mummy put the shopping away,CHI,MOT,FALSE,28,0.22100000000000364,1.972999999999999,FALSE,TRUE,FALSE,FALSE,fraser/2-04-02a.xml,no error,10
Mummy I'm eating things,what was that Fraser,CHI,MOT,FALSE,28,2.3910000000000764,1.9039999999999964,FALSE,TRUE,FALSE,FALSE,fraser/2-04-02a.xml,no error,4
what what you have got,I've got some sauce,CHI,MOT,TRUE,28,0.6970000000001164,2.4960000000000946,TRUE,FALSE,FALSE,FALSE,fraser/2-04-02a.xml,other error,5
er I don't like my socks,oh,CHI,MOT,FALSE,28,-0.2909999999999968,2.8449999999999704,FALSE,TRUE,FALSE,TRUE,fraser/2-04-02b.xml,no error,1
the books,yes,CHI,MOT,FALSE,28,-0.6959999999999127,1.77599999999984,FALSE,TRUE,FALSE,TRUE,fraser/2-04-02b.xml,no error,1
Roo was a pig,no,CHI,MOT,TRUE,28,0.11999999999989086,1.5910000000003492,TRUE,FALSE,FALSE,FALSE,fraser/2-04-02b.xml,other error,1
she got two two two blacks legs,got two black legs,CHI,MOT,TRUE,28,0.057999999999992724,6.653000000000247,FALSE,TRUE,FALSE,FALSE,fraser/2-04-02b.xml,other error,4
a g we seen a giraffe at the zoo today,you saw a giraffe at the zoo,CHI,MOT,TRUE,28,-0.9060000000000059,4.621000000000009,TRUE,FALSE,FALSE,TRUE,fraser/2-04-03v.xml,other error,7
and Aladdin came uh at the zoo,no,CHI,MOT,TRUE,28,0.103999999999985,2.612000000000023,TRUE,FALSE,FALSE,FALSE,fraser/2-04-03v.xml,other error,1
and eyes,that's Jeannine's eyes,CHI,MOT,FALSE,28,0.17000000000007276,1.3460000000000036,FALSE,TRUE,FALSE,FALSE,fraser/2-04-03v.xml,no error,5
green thighs,green thighs,CHI,MOT,FALSE,28,0.11000000000012733,1.3580000000001746,FALSE,TRUE,FALSE,FALSE,fraser/2-04-03v.xml,no error,2
oh it's fallen over,fell over again didn't it,CHI,MOT,TRUE,28,1.8019999999999072,2.2730000000001382,TRUE,FALSE,FALSE,FALSE,fraser/2-04-04a.xml,other error,6
reach for the stars,what do you do with your arms,CHI,MOT,FALSE,28,0.18500000000040018,2.356999999999971,FALSE,TRUE,FALSE,FALSE,fraser/2-04-04a.xml,no error,7
and I see the animals,and you saw what,CHI,MOT,TRUE,28,0.30100000000004457,2.8099999999999454,FALSE,TRUE,FALSE,FALSE,fraser/2-04-04b.xml,other error,4
there's no rooms,there's lots of room,CHI,MOT,TRUE,28,0.4989999999997963,1.4400000000000546,FALSE,TRUE,FALSE,FALSE,fraser/2-04-04b.xml,other error,5
these hoops broken,the hoops are broken,CHI,MOT,TRUE,28,0.04000000000041837,1.9039999999999964,FALSE,TRUE,FALSE,FALSE,fraser/2-04-05b.xml,other error,4
I like these plates,you like those plates,CHI,MOT,FALSE,28,-0.16200000000026193,1.9969999999998436,FALSE,TRUE,FALSE,TRUE,fraser/2-04-05b.xml,no error,4
tha just not a grapes,no,CHI,MOT,TRUE,28,0.4639999999999418,2.76299999999992,FALSE,TRUE,FALSE,FALSE,fraser/2-04-06a.xml,other error,1
I'm I I under locking lots off,are you thirsty,CHI,MOT,FALSE,28,2.3340000000002874,3.668999999999869,FALSE,TRUE,FALSE,FALSE,fraser/2-04-06a.xml,no error,3
I'm sixty fours,no,CHI,MOT,FALSE,28,1.044999999999618,1.6140000000000327,FALSE,TRUE,FALSE,FALSE,fraser/2-04-06a.xml,no error,1
and the crystals,where the ornaments go,CHI,MOT,FALSE,28,-0.4989999999997963,1.47400000000016,FALSE,TRUE,FALSE,TRUE,fraser/2-04-06a.xml,no error,4
that that ornaments goes in there,that's right,CHI,MOT,TRUE,28,0,3.0409999999997126,FALSE,TRUE,FALSE,FALSE,fraser/2-04-06a.xml,other error,3
I I got in shopping,did you,CHI,MOT,TRUE,28,0,2.3220000000001164,TRUE,FALSE,FALSE,FALSE,fraser/2-04-06a.xml,other error,2
and I hear the people in the car,pardon,CHI,MOT,TRUE,28,0.34799999999995634,3.1700000000000728,FALSE,TRUE,FALSE,FALSE,fraser/2-04-06b.xml,other error,1
xxx gonna going to see the fish and Daddy's and Daddy saw the fish and you saw the fish,yeah,CHI,MOT,TRUE,29,0.03500000000002501,7.475999999999999,TRUE,FALSE,FALSE,FALSE,fraser/2-05-00a.xml,other error,1
and grandad saw the fish,did he,CHI,MOT,TRUE,29,0.058000000000021146,2.171999999999997,TRUE,FALSE,FALSE,FALSE,fraser/2-05-00a.xml,other error,2
and Jwww seed the dustmen,did he,CHI,MOT,TRUE,29,0.07400000000006912,2.19399999999996,TRUE,FALSE,FALSE,FALSE,fraser/2-05-00a.xml,other error,2
he got,elephant,CHI,MOT,TRUE,29,-0.6030000000000655,0.7429999999999382,TRUE,FALSE,FALSE,TRUE,fraser/2-05-00a.xml,other error,1
and then we ran at little ball,was he,CHI,MOT,TRUE,29,0.057999999999992724,3.552000000000021,TRUE,FALSE,FALSE,FALSE,fraser/2-05-00b.xml,other error,2
one fell off and bumped their nose,their nose,CHI,MOT,FALSE,29,0.057999999999992724,4.219000000000051,TRUE,FALSE,FALSE,FALSE,fraser/2-05-00b.xml,no error,2
no more no more monkeys on the bed,no more Fraser jumping on the bed,CHI,MOT,FALSE,29,0.13200000000006185,3.3489999999999327,FALSE,TRUE,FALSE,FALSE,fraser/2-05-00b.xml,no error,7
one fell off and bumped their xxx,ear,CHI,MOT,FALSE,29,-0.5989999999999327,3.0370000000000346,TRUE,FALSE,FALSE,TRUE,fraser/2-05-00b.xml,no error,1
no more monkeys jumping on the bed,ahhah,CHI,MOT,FALSE,29,0.007000000000061846,3.7109999999997854,FALSE,TRUE,FALSE,FALSE,fraser/2-05-00b.xml,no error,1
Mama gone the doctor said,that's you were under the bed though,CHI,MOT,FALSE,29,-1.9869999999998527,2.987999999999829,TRUE,FALSE,FALSE,TRUE,fraser/2-05-00b.xml,no error,8
no more monkeys jumping,jumping on the bed,CHI,MOT,FALSE,29,-0.13999999999987267,3.5219999999999345,FALSE,TRUE,FALSE,TRUE,fraser/2-05-00b.xml,no error,4
no Mum I chose to read this,why not,CHI,MOT,FALSE,29,0.012000000000170985,2.5419999999999163,TRUE,FALSE,FALSE,FALSE,fraser/2-05-00b.xml,no error,2
they're my baby dragons,your baby dragons,CHI,MOT,FALSE,29,-0.2899999999999636,1.8219999999996617,FALSE,TRUE,FALSE,TRUE,fraser/2-05-00b.xml,no error,3
um he has it and that eat leaves,does he eat leaves,CHI,MOT,TRUE,29,0.033999999999991815,5.353000000000009,FALSE,TRUE,FALSE,FALSE,fraser/2-05-01b.xml,other error,4
got big long long tail,wow,CHI,MOT,TRUE,29,0.6920000000000073,2.299000000000035,TRUE,FALSE,FALSE,FALSE,fraser/2-05-01b.xml,other error,1
that's not my feet,xxx,CHI,MOT,FALSE,29,-1.382000000000005,1.6370000000000005,FALSE,TRUE,FALSE,TRUE,fraser/2-05-01b.xml,no error,1
it was scary,where's Fraser,CHI,MOT,FALSE,29,-1.3230000000003201,1.7530000000001564,TRUE,FALSE,FALSE,TRUE,fraser/2-05-01b.xml,no error,3
my feet them,no Fraser,CHI,MOT,FALSE,29,0.24400000000014188,1.788000000000011,FALSE,TRUE,FALSE,FALSE,fraser/2-05-01b.xml,no error,2
it was,he's being naughty isn't he,CHI,MOT,FALSE,29,-0.30199999999967986,0.56899999999996,TRUE,FALSE,FALSE,TRUE,fraser/2-05-01b.xml,no error,7
elephants,elephants,CHI,MOT,FALSE,29,-0.30199999999967986,1.1839999999997417,FALSE,TRUE,FALSE,TRUE,fraser/2-05-01b.xml,no error,1
went Trafford_Centre,that's right,CHI,MOT,TRUE,29,0.04599999999999227,2.519999999999996,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03a.xml,other error,3
catch your foots,catch my foot,CHI,MOT,TRUE,29,0,1.7419999999999618,FALSE,TRUE,TRUE,FALSE,fraser/2-05-03a.xml,overregularization,3
I be got get up,you've got to get up,CHI,MOT,TRUE,29,0.03499999999996817,1.9390000000000782,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03a.xml,other error,6
he was being running,yeah,CHI,MOT,TRUE,29,-1.8109999999999218,1.8810000000000855,TRUE,FALSE,FALSE,TRUE,fraser/2-05-03a.xml,other error,1
I don't have showers,not yet not yet,CHI,MOT,FALSE,29,-1.4279999999998836,1.8919999999998254,FALSE,TRUE,FALSE,TRUE,fraser/2-05-03a.xml,no error,4
look at all these sheeps,is there lots of sheep there,CHI,MOT,TRUE,29,0.024999999999863576,1.7290000000000418,FALSE,TRUE,TRUE,FALSE,fraser/2-05-03a.xml,overregularization,6
is that a sausages,sausages,CHI,MOT,TRUE,29,0.581000000000131,2.1240000000000236,FALSE,TRUE,FALSE,FALSE,fraser/2-05-03a.xml,other error,1
I did a Fraser alphabet,is that the Fraser alphabet,CHI,MOT,FALSE,29,0.10399999999981446,2.530999999999949,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03a.xml,no error,5
I did ah,was that lady talking to you,CHI,MOT,FALSE,29,0.1859999999996944,2.46100000000024,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03a.xml,no error,6
and he got,is that what,CHI,MOT,FALSE,29,-1.1839999999997417,1.1839999999997417,TRUE,FALSE,FALSE,TRUE,fraser/2-05-03b.xml,no error,3
oh look got monkey again,is it a monkey again,CHI,MOT,TRUE,29,0.03500000000030923,2.112999999999829,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03b.xml,other error,5
I got I saw the sea see the fish,you saw the sea and the fish,CHI,MOT,TRUE,29,0.023999999999887223,3.992999999999938,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03b.xml,other error,7
and I went on a train,yes,CHI,MOT,TRUE,29,0,2.1940000000004147,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03b.xml,other error,1
and there was planets,and there were planets,CHI,MOT,TRUE,29,0,2.2170000000000982,TRUE,FALSE,FALSE,FALSE,fraser/2-05-03b.xml,other error,4
you got a red mouth,that's,CHI,MOT,FALSE,29,-1.6820000000002437,1.6829999999999927,TRUE,FALSE,FALSE,TRUE,fraser/2-05-03b.xml,no error,2
is it scratched it,yeah did you,CHI,MOT,TRUE,29,-0.6619999999998072,2.0899999999996908,TRUE,FALSE,FALSE,TRUE,fraser/2-05-03b.xml,other error,3
I saw them,you saw what,CHI,MOT,TRUE,29,0.4759999999999991,2.0779999999999745,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04a.xml,other error,3
xxx seen Bear,we saw Bear we did,CHI,MOT,TRUE,29,0.7469999999999573,1.4159999999999968,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04a.xml,other error,5
um is it called good,a hood,CHI,MOT,FALSE,29,0.09300000000001774,1.8110000000000355,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04a.xml,no error,2
did it go on that house,what color is it,CHI,MOT,FALSE,29,0.03499999999996817,2.7749999999999773,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04a.xml,no error,4
Dipsy's not got nothing,he has,CHI,MOT,TRUE,29,0.023000000000138243,2.1009999999998854,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04a.xml,other error,2
he he not got nothing,Dipsy has something on his head,CHI,MOT,TRUE,29,0.0929999999998472,2.658000000000129,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04a.xml,other error,6
is it a worms,I don't know,CHI,MOT,TRUE,29,0.18499999999994543,1.3699999999998909,FALSE,TRUE,FALSE,FALSE,fraser/2-05-04a.xml,other error,4
you got you got a book on my book,pardon,CHI,MOT,FALSE,29,0.047000000000025466,4.701999999999998,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04b.xml,no error,1
what your said,who else is a girl,CHI,MOT,TRUE,29,0,1.625,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04b.xml,other error,5
what I got on my blanket,come on,CHI,MOT,TRUE,29,-1.752999999999929,1.949999999999818,TRUE,FALSE,FALSE,TRUE,fraser/2-05-04b.xml,other error,2
look he's got red nose,has he got a red nose,CHI,MOT,TRUE,29,0.010999999999967258,2.311000000000149,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04b.xml,other error,6
and what I like potatoes,you like potatoes,CHI,MOT,FALSE,29,-0.34799999999995634,2.530999999999949,FALSE,TRUE,FALSE,TRUE,fraser/2-05-04b.xml,no error,3
what your said,do you like corn,CHI,MOT,TRUE,29,0,1.2649999999998727,TRUE,FALSE,FALSE,FALSE,fraser/2-05-04b.xml,other error,4
heard I heard that noise with Grandma and Granddad,did you,CHI,MOT,FALSE,29,0.012000000000000455,3.006999999999948,TRUE,FALSE,FALSE,FALSE,fraser/2-05-06a.xml,no error,2
the mouth called a beak,yes,CHI,MOT,TRUE,29,0.13900000000001,2.427000000000021,TRUE,FALSE,FALSE,FALSE,fraser/2-05-06a.xml,other error,1
just got got all these peoples,pardon,CHI,MOT,TRUE,29,1.080000000000382,2.9029999999997926,FALSE,TRUE,FALSE,FALSE,fraser/2-05-06a.xml,other error,1
I found something,have you found something,CHI,MOT,FALSE,29,0.20900000000006003,2.1359999999999673,TRUE,FALSE,FALSE,FALSE,fraser/2-05-06b.xml,no error,4
I got to say that,go on then,CHI,MOT,TRUE,29,2.1359999999999673,2.04300000000012,TRUE,FALSE,FALSE,FALSE,fraser/2-05-06b.xml,other error,3
that that dragon's scared that bird,is he,CHI,MOT,TRUE,30,0,4.354000000000042,TRUE,FALSE,FALSE,FALSE,fraser/2-06-01a.xml,other error,2
smashed that monster out,and you got the monster out,CHI,MOT,FALSE,30,0.46400000000016917,3.076999999999998,TRUE,FALSE,FALSE,FALSE,fraser/2-06-01a.xml,no error,6
you it it was dropped it,she dropped it,CHI,MOT,TRUE,30,0.3530000000000655,2.599999999999909,TRUE,FALSE,FALSE,FALSE,fraser/2-06-01a.xml,other error,3
not not no Maisy blow the candles,oh Maisy blows the candles,CHI,MOT,FALSE,30,-0.3949999999999818,4.632000000000062,FALSE,TRUE,FALSE,TRUE,fraser/2-06-01a.xml,no error,5
and and there was crabs on the floor,was there,CHI,MOT,TRUE,30,0.22000000000025466,4.109999999999673,TRUE,FALSE,FALSE,FALSE,fraser/2-06-01a.xml,other error,2
and they hurt my toes,did they hurt your toes,CHI,MOT,FALSE,30,-0.3360000000002401,1.9039999999999964,FALSE,TRUE,FALSE,TRUE,fraser/2-06-01a.xml,no error,5
and Jwww's throwed Joe's ball,does he,CHI,MOT,TRUE,30,0.018000000000029104,2.6590000000001055,TRUE,FALSE,TRUE,FALSE,fraser/2-06-01a.xml,overregularization,2
a got,shall we get you dressed Fraser,CHI,MOT,FALSE,30,-0.4059999999999775,0.4059999999999775,TRUE,FALSE,FALSE,TRUE,fraser/2-06-01b.xml,no error,6
no no is it is tickles,does it,CHI,MOT,TRUE,30,-0.19200000000000728,2.8450000000000273,FALSE,TRUE,FALSE,TRUE,fraser/2-06-01b.xml,other error,2
four foots,two foots,CHI,MOT,TRUE,30,0.047000000000025466,1.2309999999999945,FALSE,TRUE,TRUE,FALSE,fraser/2-06-01b.xml,overregularization,2
books,you never,CHI,MOT,FALSE,30,-1.1140000000000327,1.1140000000000327,FALSE,TRUE,FALSE,TRUE,fraser/2-06-01b.xml,no error,2
books,oh look,CHI,MOT,FALSE,30,-0.8120000000000118,0.8120000000000118,FALSE,TRUE,FALSE,TRUE,fraser/2-06-01b.xml,no error,2
no sheeps,no sheep,CHI,MOT,TRUE,30,0,1.2660000000000764,FALSE,TRUE,TRUE,FALSE,fraser/2-06-01b.xml,overregularization,2
xxx cousins and Auntie_Dwww,yeah,CHI,MOT,FALSE,30,0.10500000000001819,3.95900000000006,FALSE,TRUE,FALSE,FALSE,fraser/2-06-01b.xml,no error,1
why you said ooh,because the postman just came and there's some cards for Mummy,CHI,MOT,TRUE,30,0.047000000000025466,1.8460000000000036,TRUE,FALSE,FALSE,FALSE,fraser/2-06-01b.xml,other error,12
he broke it,he broke it,CHI,MOT,TRUE,30,0.38400000000001455,1.6829999999999927,TRUE,FALSE,FALSE,FALSE,fraser/2-06-02a.xml,other error,3
they're called,really,CHI,MOT,FALSE,30,-0.7550000000001091,0.7550000000001091,TRUE,FALSE,FALSE,TRUE,fraser/2-06-02a.xml,no error,1
but that one falled,did it,CHI,MOT,TRUE,30,0.057999999999992724,1.6829999999999927,TRUE,FALSE,TRUE,FALSE,fraser/2-06-02a.xml,overregularization,2
I don't like to cut my fingers,you have to soon,CHI,MOT,TRUE,30,0.849999999999909,2.1479999999996835,FALSE,TRUE,FALSE,FALSE,fraser/2-06-02b.xml,other error,4
I don't like to cut my fingers,your finger,CHI,MOT,TRUE,30,0.30199999999967986,3.7730000000001382,FALSE,TRUE,FALSE,FALSE,fraser/2-06-02b.xml,other error,2
reach for the,that's right,CHI,MOT,FALSE,30,0,2.414999999999999,FALSE,TRUE,FALSE,FALSE,fraser/2-06-03a.xml,no error,3
oh it falled,has it fallen,CHI,MOT,TRUE,30,0.022999999999996135,2.158999999999992,TRUE,FALSE,TRUE,FALSE,fraser/2-06-03a.xml,overregularization,3
it falled,you fell,CHI,MOT,TRUE,30,0.4410000000000309,1.8110000000000355,TRUE,FALSE,TRUE,FALSE,fraser/2-06-03a.xml,overregularization,2
it falled,your tower fell over did it,CHI,MOT,TRUE,30,1.2419999999999618,1.9629999999999654,TRUE,FALSE,TRUE,FALSE,fraser/2-06-03a.xml,overregularization,6
it went twinkle twinkle little star,did it,CHI,MOT,TRUE,30,0.011999999999943611,2.75200000000018,TRUE,FALSE,FALSE,FALSE,fraser/2-06-03a.xml,other error,2
toys,I'm gonna going to take these toys and put them away if you keep doing that,CHI,MOT,FALSE,30,-0.8119999999998981,0.8699999999998909,FALSE,TRUE,FALSE,TRUE,fraser/2-06-03a.xml,no error,17
reach for the,are you in a singing mood today,CHI,MOT,FALSE,30,0.14599999999995816,2.949000000000069,FALSE,TRUE,FALSE,FALSE,fraser/2-06-03a.xml,no error,7
reach for the stars,shall we go downstairs for a few minutes,CHI,MOT,FALSE,30,1.0330000000001291,2.658999999999878,FALSE,TRUE,FALSE,FALSE,fraser/2-06-03a.xml,no error,8
